id,name,card_type,pokemon_type,hp,ex,stage,rarity,set,subset,ability_name,move1_name,move1_cost,move1_damage,move1_description,move2_name,move2_cost,move2_damage,move2_description,image,page
B2 005,Roserade,Pokemon,Grass,90,1,Stage 1,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Poison Ring,🟢🟢,50,"Your opponent's Active Pokemon is now Poisoned. During your opponent's next turn, that Pokemon can't retreat.",,,,,https://img.game8.co/4397871/b0f4866644757869231f6917ce3b020f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576921
B2 006,Cacnea,Pokemon,Grass,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Corkscrew Punch,🟢🔘,30,,,,,,https://img.game8.co/4397876/e5cbfbbf9c959140e55fad060d9a219c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576920
B2 007,Cacturne,Pokemon,Grass,120,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Spike Rend,🟢🟢🔘,60+,"If you opponent's Active Pokemon has damage on it, this attack does 60 more damage.",,,,,https://img.game8.co/4397874/f092591501e1ad7052990b6656bab9fa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576919
B2 008,Chespin,Pokemon,Grass,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Vine Whip,🟢🔘,30,,,,,,https://img.game8.co/4397873/e4806e75dc1dafc4c44e1ed9a866eefa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576918
B2 009,Quilladin,Pokemon,Grass,90,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Needle Arm,🟢🟢🔘,60,,,,,,https://img.game8.co/4397870/010abed3d9d320740c97aacea834b55b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576917
B2 010,Chesnaught,Pokemon,Grass,160,1,Stage 2,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Needle Lariat,🟢🟢🔘🔘,80,"During your opponent's next turn, if this Pokemon is damaged by an attack, do 80 damage to the Attacking Pokemon.",,,,,https://img.game8.co/4397880/2af7d9571df1ac90508d63e879a6be38.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576916
B2 011,Scatterbug,Pokemon,Grass,50,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Bug Bite,🔘,10,,,,,,https://img.game8.co/4397878/12cc34471e38cd4017c0a35f164d6557.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576915
B2 012,Spewpa,Pokemon,Grass,80,1,Stage 1,◇,Fantastical Parade (B2),Mega Gardevoir,,Signs of Evolution,🔘,,Put a random card that evolves from Spewpa from your deck into your hand.,,,,,https://img.game8.co/4397882/50a1456ba4f2608f73f3ef15728a6835.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576914
B2 013,Vivillon,Pokemon,Grass,130,1,Stage 2,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Vivid Powder,🟢🔘,60,Your opponent's Active Pokemon is now Poisoned and Asleep,,,,,https://img.game8.co/4397881/d83f153f16fbecd3977ea0210e3f716c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576913
B2 014,Buzzwole,Pokemon,Grass,110,1,Basic,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Ground Beat,🟢🟢,40+,"If your opponent has gotten exactly 1 point, this attack does 40 more damage.",,,,,https://img.game8.co/4397877/beb4f5057611f3272708fb344b237cc8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576912
B2 015,Gossifleur,Pokemon,Grass,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Razor Leaf,🟢,20,,,,,,https://img.game8.co/4397883/f799e56acf34c100135969aec18ce5d9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576911
B2 016,Eldegoss,Pokemon,Grass,90,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Float Up,🟢,40,You may shuffle this Pokemon and all attached cards into your deck.,,,,,https://img.game8.co/4397875/b39b2962a56e28b70f5235c480e24fe3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576910
B2 017,Teal Mask Ogerpon ex,Pokemon,Grass,130,2,Basic,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,Soothing Wind,Energized Leaves,🟢🟢,60+,"If the amount of Energy attached to both Active Pokemon is 5 or more, this attack does 60 more damage.",,,,,https://img.game8.co/4391980/acaf72707c036cfd79f7a88104067288.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575628
B2 018,Alolan Marowak,Pokemon,Fire,100,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Fiery Bone,🔴🔴,40,Your opponent's Active Pokemon is now Burned.,,,,,https://img.game8.co/4397899/358e1d3f52e526e1481e860de43268bb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576909
B2 019,Reshiram,Pokemon,Fire,120,1,Basic,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Blue Flare,🔴🔴🔴,110,Discard 2 Fire Energy from this Pokemon.,,,,,https://img.game8.co/4397900/d9cb9eed839c9fdbf1884eb77966d370.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576908
B2 020,Litleo,Pokemon,Fire,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Stampede,🔘,10,,,,,,https://img.game8.co/4397896/04853a52260d630d0284396853fa4c9c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576907
B2 021,Pyroar,Pokemon,Fire,90,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Heat Blast,🔴🔴,70,,,,,,https://img.game8.co/4397902/d266ad87a0d16f76202b7ee59e25806e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576906
B2 022,Oricorio,Pokemon,Fire,70,1,Basic,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Inspiring Dance,🔴,10,"During your next turn, attacks used by your Pokemon do +20 damage to your opponent's Active Pokemon.",,,,,https://img.game8.co/4397901/ad9a79f3c1b2608812d58e2996a8829f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575627
B2 023,Blacephalon ex,Pokemon,Fire,140,2,Basic,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Singe,🔴,,Your opponent's Active Pokemon is now Burned.,Pop-Punk,🔴🔴🔴,140,Discard 3 Fire Energy from this Pokemon.,https://img.game8.co/4397903/0adab496d73673b3d93e01532c09d3a0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576905
B2 024,Scorbunny,Pokemon,Fire,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Flop,🔴,20,,,,,,https://img.game8.co/4397904/081a1413a5628cbd7af3eaf3adfeac44.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576904
B2 025,Raboot,Pokemon,Fire,80,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Kick,🔴,40,,,,,,https://img.game8.co/4397905/c272a2aaaa580f5866238808cec22da4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576903
B2 026,Cinderace,Pokemon,Fire,130,1,Stage 2,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Fireball Shot,🔴🔴,120,"During your next turn, this Pokemon can't attack.",,,,,https://img.game8.co/4397898/65042787913f080e212bef2455c4ff89.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576902
B2 027,Hearthflame Mask Ogerpon,Pokemon,Fire,80,1,Basic,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Hearthflame Dance,🔴🔘,40,,,,,,https://img.game8.co/4397897/e85767bf5310f074c623a96470827520.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576901
B2 028,Alolan Vulpix,Pokemon,Water,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Gnaw,🔵,20,,,,,,https://img.game8.co/4397931/685ca99b334d9345dadd6d5a1e0e0e73.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576900
B2 029,Alolan Ninetales ex,Pokemon,Water,150,2,Stage 1,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Binding Snow,🔵🔵,80,"During your opponent's next turn, they can't take any Energy from their Energy Zone to attach to their Active Pokemon.",,,,,https://img.game8.co/4397929/cdc11bef51eb72bb83cfa1038d46bc50.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576899
B2 030,Galarian Mr. Mime,Pokemon,Water,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Icy Snow,🔵,20,,,,,,https://img.game8.co/4397932/4ea7cf236c5ce249e09ec039f7b43783.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576898
B2 031,Galarian Mr. Rime,Pokemon,Water,110,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Triple Spin,🔵🔵🔵,60x,Flip 3 coins. The attack does 60 damage for each heads.,,,,,https://img.game8.co/4397938/9845da0012500e63bb3d9a9a964172aa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576897
B2 032,Delibird,Pokemon,Water,80,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Box of Surprises,🔘🔘,,"Flip a coin. If heads, this attack does 70 damage to your opponent's Active Pokemon. If tails, heal 30 damage from your opponent's Active Pokemon.",,,,,https://img.game8.co/4397934/e4dcb66b96b21a7cf9593b0bd6ef6ea8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576896
B2 033,Mudkip,Pokemon,Water,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Tackle,🔵,20,,,,,,https://img.game8.co/4397956/90cee0681ec8d60005fd180e0bb6c5e1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576895
B2 034,Marshtomp,Pokemon,Water,90,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Surf,🔵🔘,40,,,,,,https://img.game8.co/4397936/7d965776670bd21a38ca95a3fbe20917.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576894
B2 035,Swampert,Pokemon,Water,150,1,Stage 2,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Large Whirlpool,🔵🔵🔵,100,Discard a random Energy from among the Energy attached to all Pokemon (both yours and your opponent's).,,,,,https://img.game8.co/4397940/850f60d6e0799106347126bd8e2e82b8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576893
B2 036,Mega Swampert ex,Pokemon,Water,230,3,Stage 2,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Strong-Armed Destroyer,🔵🔵🔵,150,Discard 2 random Energy from among the Energy attached to all Pokemon (both yours and your opponent's).,,,,,https://img.game8.co/4397935/553551adbf98d42bcbfde4705fe5bde3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576892
B2 037,Vanillite,Pokemon,Water,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Chilly,🔵,20,,,,,,https://img.game8.co/4391981/b87fa85ccaaa8566bb4d65c2691effd2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575647
B2 038,Vanillish,Pokemon,Water,80,1,Stage 1,◇,Fantastical Parade (B2),Mega Gardevoir,,Frost Breath,🔵,40,,,,,,https://img.game8.co/4397937/19b10ce596bdac1cb345e189064c8c73.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576891
B2 039,Vanilluxe,Pokemon,Water,140,1,Stage 2,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Sweets Relay,🔵🔵,60+,"If 1 of your Pokemon used Sweets Relay during your last turn, this attack does 60 more damage.",,,,,https://img.game8.co/4397930/14ec57cc345861c43585061691fda970.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576890
B2 040,Cryogonal,Pokemon,Water,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Frozen Lock,🔵,20,"During your opponent's next turn, they can't play any Item cards from their hand.",,,,,https://img.game8.co/4397942/d40ed82c7ba5753b6d8fd49a4f30cc11.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576889
B2 041,Amaura,Pokemon,Water,100,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Aurora Beam,🔵🔘,50,,,,,,https://img.game8.co/4397943/e5d057d02fba8db09236cdcb540872b2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576888
B2 042,Aurorus,Pokemon,Water,150,1,Stage 2,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Hail Prison,🔵🔵🔘,90,Discard 2 Water Energy from this Pokemon. Your opponent's Active Pokemon is now Paralyzed.,,,,,https://img.game8.co/4397955/a76a5d3c9930d560eaf60b2c0f8473de.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576887
B2 043,Chewtle,Pokemon,Water,80,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Headbutt,🔘🔘🔘,50,,,,,,https://img.game8.co/4397928/f91073c5f8111cd715ce003278180b6a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576886
B2 044,Drednaw,Pokemon,Water,130,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Heavy Impact,🔵🔵🔵🔘,120,,,,,,https://img.game8.co/4397939/7f869f78e9710166a4d04ff045f4013f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576885
B2 045,Cramorant,Pokemon,Water,80,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Spit-Out Shot,🔵,,This attack does 30 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4397927/a46b7c149f1112ef3da636dc66d0d566.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576884
B2 046,Arrokuda,Pokemon,Water,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Ram,🔘,10,,,,,,https://img.game8.co/4397933/cdecb098fe26bfcaa9b483fc290baa15.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576883
B2 047,Barraskewda,Pokemon,Water,100,1,Stage 1,◇,Fantastical Parade (B2),Mega Gardevoir,,Jet Headbutt,🔵,40,,,,,,https://img.game8.co/4397926/3ef8ac28b58bf4eaf8df9f139b03b435.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576882
B2 048,Wellspring Mask Ogerpon,Pokemon,Water,80,1,Basic,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Wellspring Dance,🔵🔘,40,"Flip a coin. If heads, this attack does 40 damage to 1 of your opponent's Benched Pokemon.",,,,,https://img.game8.co/4397941/b46203effe210eb69a68cea391e71fd1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576881
B2 049,Pikachu,Pokemon,Lightning,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Thunder Jolt,🟡,30,This Pokemon also does 10 damage to itself.,,,,,https://img.game8.co/4397968/d804dd55190d4f4dac6e85ccee45a8e4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576880
B2 050,Alolan Raichu,Pokemon,Lightning,110,1,Stage 1,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,Surge Surfer,Thunder Spear,🟡🟡,,This attack does 50 damage to 1 of your opponent's Pokemon.,,,,,https://img.game8.co/4397971/3374dd88f917790fc61a5582ec874e6f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576879
B2 051,Zapdos,Pokemon,Lightning,100,1,Basic,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Heavy Thunder,🟡🟡🟡,,1 other Pokemon (either yours or your opponent's) is chosen at random 1 time. Do 100 damage to the chosen Pokemon.,,,,,https://img.game8.co/4397973/94510d9dedf3b165211e864f59dd7119.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576878
B2 052,Plusle,Pokemon,Lightning,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Electric Tail,🟡,10,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4397972/4d7f2d92e3e1cfc3d0f3c9b55e41799f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576877
B2 053,Minun,Pokemon,Lightning,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Buddy Spark,🟡🟡,30,"If Plusle is on your Bench, this attack does 10 damage to each of your opponent's Benched Pokemon.",,,,,https://img.game8.co/4397967/a217a845991968b231ea01d1b8eedc12.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576876
B2 054,Toxel,Pokemon,Lightning,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Static Shock,🟡🔘,30,,,,,,https://img.game8.co/4397970/459ed74d3e4c6daf3c8e7606b0dbe7c9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576875
B2 055,Toxtricity ex,Pokemon,Lightning,150,2,Stage 1,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Damaging Spark,🟡🟡🔘,90,This attack also does 30 damage to each of your opponent's Benched Pokemon that has damage on it.,,,,,https://img.game8.co/4397965/6ecc915cbcb162781344590a959b5041.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576874
B2 056,Tadbulb,Pokemon,Lightning,50,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Charge,🔘,,Take a Lightning Energy from your Energy Zone and attach it to this Pokemon.,,,,,https://img.game8.co/4397969/ecdfee66b8cf35519089623ec608c2b9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576873
B2 057,Bellibolt,Pokemon,Lightning,130,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Electric Ball,🟡🟡🔘,80,,,,,,https://img.game8.co/4397966/9ef32e209454bca491cad4c183cab812.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576872
B2 058,Galarian Ponyta,Pokemon,Psychic,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Flop,🔘,10,,,,,,https://img.game8.co/4397978/bb3079c5c550e580a0b7885e888648f0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576871
B2 059,Galarian Rapidash,Pokemon,Psychic,100,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Photon Laser,🟣,40+,"If you have 5 or more Psychic Energy in play, this attack does 60 more damage.",,,,,https://img.game8.co/4397983/a5afd38cf4a5f205776147fe48a6f27c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576870
B2 060,Wobbuffet,Pokemon,Psychic,100,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Flip Over,🟣🔘🔘,80,This Pokemon also does 10 damage to itself.,,,,,https://img.game8.co/4397988/43e44a60af78b7d7e35689de85b7af26.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576869
B2 061,Snubbull,Pokemon,Psychic,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Sharp Fang,🔘🔘,30,,,,,,https://img.game8.co/4397987/94cc88c1e5ba2bf9c0fc2e2cc5d25c4a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576868
B2 062,Granbull,Pokemon,Psychic,120,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Strength,🟣🟣🟣,90,,,,,,https://img.game8.co/4397980/8193317581cacb0e2ded3e549fd92adf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576867
B2 063,Ralts,Pokemon,Psychic,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Confuse Ray,🟣,,Your opponent's Active Pokemon is now Confused.,,,,,https://img.game8.co/4397992/c6ef45e86d4bda6a4f516b53e87ab33c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576866
B2 064,Kirlia,Pokemon,Psychic,80,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Psybeam,🟣,20,Your opponent's Active Pokemon is now Confused.,,,,,https://img.game8.co/4397993/06504f99ec346b2b562d55f1b847fa22.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576865
B2 065,Gardevoir,Pokemon,Psychic,130,1,Stage 2,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Psy Turbo,🟣🟣,60,Take 2 Psychic Energy from your Energy Zone and attach it to 1 of your Benched Psychic Pokemon.,,,,,https://img.game8.co/4397985/20fda42f5ea8bd84865b63526843805a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576864
B2 066,Mega Gardevoir ex,Pokemon,Psychic,210,3,Stage 2,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Fantasia Force,🟣🟣,110,Take 3 Psychic Energy from your Energy Zone and attach it to your Psychic Pokemon in any way you like.,,,,,https://img.game8.co/4391976/f07e16e48530502f7cc73ef159e24947.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575607
B2 067,Litwick,Pokemon,Psychic,50,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Mumble,🟣,20,,,,,,https://img.game8.co/4397994/fe4b50e3bffaa83e9af33484a35ebf3a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576863
B2 068,Lampent,Pokemon,Psychic,80,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Petty Grudge,🟣,30,,,,,,https://img.game8.co/4397996/db6d716045dcde16d02e06aecd7a97a2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576862
B2 069,Chandelure,Pokemon,Psychic,140,1,Stage 2,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Past Friends,🟣🟣,60+,This attack does 20 more damage for each Supporter card in your discard pile.,,,,,https://img.game8.co/4397982/03e10eb33f5e9055c9732ee7e3dee884.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576861
B2 070,Meloetta,Pokemon,Psychic,70,1,Basic,◇◇,Fantastical Parade (B2),Mega Gardevoir,Strange Singing,Psyshot,🟣🟣,50,,,,,,https://img.game8.co/4397991/a807f71e4452f919e31bdd3f5a102cc4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575652
B2 071,Pumpkaboo,Pokemon,Psychic,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Ram,🟣,20,,,,,,https://img.game8.co/4391979/4e801c51b2d52a08d69a1c7dce1bde29.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575651
B2 072,Gourgeist,Pokemon,Psychic,110,1,Stage 1,◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Soul Shot,🟣,70,"Discard a card from your hand. If you can't, this attack does nothing.",,,,,https://img.game8.co/4397986/04fbaa88032e8b2e571d13caef3f8e99.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576860
B2 073,Mimikyu ex,Pokemon,Psychic,120,2,Basic,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,Disguise,Claw Slash,🟣🟣,70,,,,,,https://img.game8.co/4397984/718097b7c3db70bf19d3399540bd72cc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/575635
B2 074,Sinistea,Pokemon,Psychic,30,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Hide,🟣,,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokemon.",,,,,https://img.game8.co/4397989/a2dd91cdf0f7af18cfe1dbc0a694b2c1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576859
B2 075,Polteageist,Pokemon,Psychic,70,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,Refreshing Tea,Spooky Shot,🟣,40,,,,,,https://img.game8.co/4397995/77a58cd5669b14846aa900f013344687.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576858
B2 076,Indeedee,Pokemon,Psychic,80,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Zen Shard,🟣🟣🟣,,This attack does 70 damage to 1 of your opponent's Benched Pokemon.,,,,,https://img.game8.co/4397979/943489c7b36ebf163c4406f309887123.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576857
B2 077,Sandshrew,Pokemon,Fighting,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Double Scratch,🟤,20x,Flip 2 coins. This attack does 20 damage for each heads.,,,,,https://img.game8.co/4398016/b4ea9a57229c6b67205ec00650d2d2f9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576856
B2 078,Sandslash,Pokemon,Fighting,90,1,Stage 1,◇,Fantastical Parade (B2),Mega Gardevoir,,Fury Swipes,🟤,30x,Flip 3 coins. This attack does 30 damage for each heads.,,,,,https://img.game8.co/4398002/21199ead136364e8d76f6b60dfbc5f68.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576855
B2 079,Machop,Pokemon,Fighting,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Shatter,🔘,10,Discard a Stadium in play.,,,,,https://img.game8.co/4398010/84bfc9053e1c9aa8f1c379bc9e81e423.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576854
B2 080,Machoke,Pokemon,Fighting,90,1,Stage 1,◇,Fantastical Parade (B2),Mega Gardevoir,,Chop,🟤,40,,,,,,https://img.game8.co/4398007/8d93f925c34c6c2485b45f4b8ce19f54.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576853
B2 081,Machamp,Pokemon,Fighting,150,1,Stage 2,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Knocking Hammer,🟤🟤,80,Discard the top of your opponent's deck.,,,,,https://img.game8.co/4398014/3754620c488c4242a80e4266afda099e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576852
B2 082,Cubone,Pokemon,Fighting,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Headbutt,🔘,10,,,,,,https://img.game8.co/4398011/8dcf6b95f2ace785d73cc720b788ee43.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576851
B2 083,Meditite,Pokemon,Fighting,60,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Smack,🔘,10,,,,,,https://img.game8.co/4398015/2796422ba2503bc8375f16f86be33003.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576850
B2 084,Medicham,Pokemon,Fighting,100,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Psykick,🟤🔘,50+,"If this Pokemon has any Fighting Energy attached, this attack does 50 more damage.",,,,,https://img.game8.co/4398003/743a33fbcfb6faefaf1bbceaf4bd7321.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576849
B2 085,Roggenrola,Pokemon,Fighting,70,1,Basic,◇,Fantastical Parade (B2),Mega Gardevoir,,Mud-Slap,🟤🔘,30,,,,,,https://img.game8.co/4398012/834241c05051daf1581fb579297b753d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576848
B2 086,Boldore,Pokemon,Fighting,100,1,Stage 1,◇◇,Fantastical Parade (B2),Mega Gardevoir,,Power Gem,🟤🟤🔘,70,,,,,,https://img.game8.co/4398006/d5f1b6c33ef00d50665af7d4f42d0f2e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576847
B2 087,Gigalith ex,Pokemon,Fighting,190,2,Stage 2,◇◇◇◇,Fantastical Parade (B2),Mega Gardevoir,,Megaton Cannon,🟤🟤🟤🟤,,"This attack does 140 damage to 1 of your opponent's Pokemon. During your next turn, this Pokemon can't attack.",,,,,https://img.game8.co/4398008/adc4324f5c1628ffd06307e7f56a5064.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/576846
