number,name,rarity,stage,HP,type,weakness,retreat_cost,ultra_beast,generation,illustrator,pack_name,pack_points,ability_name,ability_effect,move1_name,move1_cost,move1_damage,move1_effect,move2_name,move2_cost,move2_damage,move2_effect,image,url
A3 122,Solgaleo ex,◇◇◇◇,Stage 2,180,Metal,Fire,2,No,7,PLANETA CG Works,Celestial Guardians (A3) Solgaleo,500,Rising Road,"Once during your turn, if this Pokemon is on your Bench, you may switch it with your Active Pokemon.",,,,,Sol Breaker,⚪⚪,120,This Pokemon also does 10 damage to itself.,https://img.game8.co/4177230/884ed1703610ee6f5de731b24272ca20.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518977
A3 123,Magearna,◇◇◇,Basic,90,Metal,Fire,1,No,7,kawayoo,Celestial Guardians (A3) Solgaleo,150,,,Silver Cannon,⚪⚪,40+,"If your opponent’s Active Pokemon has an Ability, this attack does 40 more damage.",,,,,https://img.game8.co/4177232/e0b98e090181894fe724ff3b947f375e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518978
A3 124,Drampa,◇◇◇,Basic,100,Dragon,,2,No,7,Anesaki Dynamic,Celestial Guardians (A3) Solgaleo,150,,,Berserk,*️⃣*️⃣,20+,"If any of your Benched Pokemon have damage on them, this attack does 50 more damage.",,,,,https://img.game8.co/4180880/335d34a6893abc7e2bc5897622c02f01.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518979
A3 125,Jangmo-o,◇,Basic,60,Dragon,,1,No,7,Naoki Saito,Celestial Guardians (A3) Lunala,35,,,Headbutt,*️⃣,20,,,,,,https://img.game8.co/4162174/586b347d2d7f49ded8635bb144d480eb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518980
A3 126,Hakamo-o,◇◇,Stage 1,100,Dragon,,2,No,7,Ryuta Fuse,Celestial Guardians (A3) Lunala,70,,,Dragon Claw,🟡🟤,60,,,,,,https://img.game8.co/4162164/2b960925d23be751082e580bd5c58dea.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518981
A3 127,Kommo-o,◇◇◇,Stage 2,150,Dragon,,2,No,7,hatachu,Celestial Guardians (A3) Lunala,150,,,Clanging Scales,🟡🟤,130,"During your opponent’s next turn, this Pokemon takes +30 damage from attacks.",,,,,https://img.game8.co/4162165/b4e1758f3a514a40ac0d07d2b923c0e6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518982
A3 128,Tauros,◇◇,Basic,100,Colorless,Fighting,2,No,1,Kazumasa Yasukuni,Celestial Guardians (A3) Any,70,,,Rising Lunge,*️⃣*️⃣*️⃣,50+,"Flip a coin. If heads, this attack does 50 more damage.",,,,,https://img.game8.co/4177228/16b79feb8c60be698faba2970c408c81.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518983
A3 129,Skitty,◇,Basic,60,Colorless,Fighting,1,No,3,Sumiyoshi Kizuki,Celestial Guardians (A3) Any,35,,,Tackle,*️⃣,20,,,,,,https://img.game8.co/4162147/22c6c6032faaa8ff0ee44fe6eaa8bbce.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518984
A3 130,Delcatty,◇◇,Stage 1,90,Colorless,Fighting,1,No,3,,Celestial Guardians (A3) Any,70,,,Energy Assist,*️⃣,30,Take a Colorless Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,,,,,https://img.game8.co/4162469/25ae96958270ee99023253ba76d9d7f2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518985
A3 131,Fletchling,◇,Basic,50,Colorless,Lightning,1,No,6,5ban Graphics,Celestial Guardians (A3) Solgaleo,35,,,Flap,*️⃣,20,,,,,,https://img.game8.co/4177231/bb577c60096c1b96a2ffbd7e83405ceb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518986
A3 132,Hawlucha,◇◇,Basic,80,Colorless,Lightning,1,No,6,miki kudo,Celestial Guardians (A3) Solgaleo,70,,,Justified Press,*️⃣,20+,"If your opponent’s Active Pokémon is a Darkness Pokemon, this attack does 30 more damage.",,,,,https://img.game8.co/4177227/d5db981f36e962a35a007324aec280c1.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518987
A3 133,Pikipek,◇,Basic,50,Colorless,Lightning,1,No,7,Shin Nagasawa,Celestial Guardians (A3) Any,35,,,Peck,*️⃣,20,,,,,,https://img.game8.co/4162172/1faaaf7a965722b3243a240efc2b917f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518988
A3 134,Trumbeak,◇,Stage 1,80,Colorless,Lightning,1,No,7,Kouki Saitou,Celestial Guardians (A3) Any,35,,,Glide,*️⃣,30,,,,,,https://img.game8.co/4162146/1b59bf1829054a774c95f06b3970903f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518989
A3 135,Toucannon,◇◇,Stage 2,140,Colorless,Lightning,2,No,7,,Celestial Guardians (A3) Any,70,,,Drill Peck,*️⃣,70,,,,,,https://img.game8.co/4177082/dc9526dd76276761a179e05493c600cc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518990
A3 136,Yungoos,◇,Basic,60,Colorless,Fighting,1,No,7,Shigenori Negishi,Celestial Guardians (A3) Solgaleo,35,,,Tackle,*️⃣,20,,,,,,https://img.game8.co/4177084/fa570929a2900fdb7246e63165d18c75.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518991
A3 137,Gumshoos,◇,Stage 1,100,Colorless,Fighting,1,No,7,Shigenori Negishi,Celestial Guardians (A3) Solgaleo,35,,,Headbang,*️⃣*️⃣,50,,,,,,https://img.game8.co/4177081/cf6ed3366e258e9fdb03c719bdbe7a43.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518992
A3 138,Stufful,◇,Basic,70,Colorless,Fighting,2,No,7,Sanosuke Sakuma,Celestial Guardians (A3) Lunala,35,,,Hammer In,*️⃣*️⃣*️⃣,60,,,,,,https://img.game8.co/4177083/07f7ea5ecca3295f6845bd10de40f394.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518993
A3 139,Bewear,◇◇◇,Stage 1,130,Colorless,Fighting,3,No,7,kirisAki,Celestial Guardians (A3) Lunala,150,,,Tantrum,*️⃣*️⃣*️⃣*️⃣,130,This Pokemon is now Confused.,,,,,https://img.game8.co/4162137/92675192909e69ebcc12071ba0dba4d6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518994
A3 140,Oranguru,◇◇◇,Basic,100,Colorless,Fighting,2,No,7,Naoki Saito,Celestial Guardians (A3) Lunala,150,,,Primate's Trap,*️⃣*️⃣,40,"During your opponent’s next turn, attacks used by the Defending Pokemon cost 1 Energy more, and its Retreat Cost is 1 Energy more.",,,,,https://img.game8.co/4180196/ef57ad462a6050d607b44a20742c801c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518995
A3 141,Komala,◇◇,Basic,90,Colorless,Fighting,2,No,7,Kouki Saitou,Celestial Guardians (A3) Solgaleo,70,Comatose,"As long as this Pokemon is in the Active Spot, whenever you attach an Energy from your Energy Zone to it, it is now Asleep.",,,,,Rolling Tackle,*️⃣*️⃣,70,,https://img.game8.co/4177080/1baba92528e48a0c23d3b703049e057e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518996
A3 142,Big Malasada,◇◇,,,Item,,,No,7,5ban Graphics,Celestial Guardians (A3) Any,70,,Heal 10 damage and remove a random Special Condition from your Active Pokemon.,,,,,,,,,https://img.game8.co/4176970/b89d05c62cf1007ab92531a5363023fa.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518817
A3 143,Fishing Net,◇◇,,,Item,,,No,7,Toyste Beach,Celestial Guardians (A3) Lunala,70,,Put a random Basic Water Pokemon from your discard pile into your hand.,,,,,,,,,https://img.game8.co/4162471/5cd9cb170db72d9b0cfda603f75f0add.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518818
A3 144,Rare Candy,◇◇,,,Item,,,No,1,Toyste Beach,Celestial Guardians (A3) Any,70,,"Choose 1 of your Basic Pokemon in play. If you have a Stage 2 card in your hand that evolves from that Pokemon, put that card onto the Basic Pokemon to evolve it, skipping the Stage 1. You can’t use this card during your first turn or on a Basic Pokemon that was put into play this turn.",,,,,,,,,https://img.game8.co/4176971/6f1d22bc5a519ef73239b6354e2ee46a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518819
A3 145,Rotom Dex,◇◇,,,Item,,,No,7,5ban Graphics,Celestial Guardians (A3) Solgaleo,70,,"Look at the top card of your deck. Then, you may shuffle your deck.",,,,,,,,,https://img.game8.co/4176976/01f4bc3dd7e15d898184136ca68a1c47.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518820
A3 146,Poison Barb,◇◇,,,Pokemon Tool,,,No,2,Toyste Beach,Celestial Guardians (A3) Lunala,70,,"If the Pokemon this card is attached to is your Active Pokemon and is damaged by an attack from your opponent’s Pokemon, the Attacking Pokemon is now Poisoned.",,,,,,,,,https://img.game8.co/4162476/1cdd88829801e39c73f40dc50816b558.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518821
A3 147,Leaf Cape,◇◇,,,Pokemon Tool,,,No,7,Toyste Beach,Celestial Guardians (A3) Solgaleo,70,,The Grass Type Pokemon this card is attached to gets +30 HP.,,,,,,,,,https://img.game8.co/4176969/a4f5fc1c753749829f3321bee1560443.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518822
A3 148,Acerola,◇◇,,,Supporter,,,No,7,,Celestial Guardians (A3) Lunala,70,,"Choose 1 of your Palossand or Mimikyu that has damage on it, and move 40 of its damage to your opponent's Active Pokemon.",,,,,,,,,https://img.game8.co/4176977/26858808b03c752b1abae35acc3c495e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518823
A3 149,Ilima,◇◇,,,Supporter,,,No,7,Teeziro,Celestial Guardians (A3) Lunala,70,,Put 1 of your Normal Pokemon that has damage on it into your hand.,,,,,,,,,https://img.game8.co/4162161/a5b1ddd7df28e6ad4cb68790e458d8d9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518824
A3 150,Kiawe,◇◇,,,Supporter,,,No,7,Hideki Ishikawa,Celestial Guardians (A3) Lunala,70,,Choose 1 of your Alolan Marowak or Turtonator. Take 2 Fire Energy from your Energy Zone and attach it to that Pokemon. Your turn ends.,,,,,,,,,https://img.game8.co/4162478/7776c35fc8c4ae71dd5cec96fc63a134.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518825
A3 151,Guzma,◇◇,,,Supporter,,,No,7,GOSSAN,Celestial Guardians (A3) Lunala,70,,Discard all Pokemon Tool cards attached to each of your opponent’s Pokemon.,,,,,,,,,https://img.game8.co/4176975/d1255df675ac4b9c113874f8bfb3699e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518826
A3 152,Lana,◇◇,,,Supporter,,,No,7,Yuu Nishida,Celestial Guardians (A3) Solgaleo,70,,You can use this card only if you have Araquanid in play. Switch in 1 of your opponent's Benched Pokemon to the Active Spot.,,,,,,,,,https://img.game8.co/4176973/046715405c1bb4ae79fa27b59de8ee57.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518827
A3 153,Sophocles,◇◇,,,Supporter,,,No,7,Akira Komayama,Celestial Guardians (A3) Solgaleo,70,,"During this turn, attacks used by your Alolan Golem, Vikavolt, or Togedemaru do +30 damage to your opponent's Active Pokemon",,,,,,,,,https://img.game8.co/4176972/9c1a21415abacd9276f6c97c5c58cbca.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518828
A3 154,Mallow,◇◇,,,Supporter,,,No,7,En Morikura,Celestial Guardians (A3) Solgaleo,70,,"Heal all damage from 1 of your Shiinotic or Tsareena. If you do, discard all Energy from that Pokemon.",,,,,,,,,https://img.game8.co/4162211/d532a94f86f3997b68c5245fb8857f94.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518830
A3 155,Lillie,◇◇,,,Supporter,,,No,7,,Celestial Guardians (A3) Solgaleo,70,,Heal 60 damage from 1 of your Stage 2 Pokemon.,,,,,,,,,https://img.game8.co/4176974/3e774ce0cc356c602e9bad78f08c02f3.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518831
A3 156,Alolan Exeggutor,☆,Stage 1,150,Grass,Fire,4,No,7,Saboteri,Celestial Guardians (A3) Lunala,400,,,Tropical Hammer,🟢*️⃣*️⃣,150,"Flip a coin. If tails, this attack does nothing.",,,,,https://img.game8.co/4176518/dc440a874a633f2bda431160607be03d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518997
A3 157,Morelull,☆,Basic,60,Grass,Fire,1,No,7,,Celestial Guardians (A3) Lunala,400,,,Stampede,*️⃣,10,,,,,,https://img.game8.co/4176523/f29bd0483d42ec3e541396add2be0f8e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518998
A3 158,Tsareena,☆,Stage 2,130,Grass,Fire,2,No,7,,Celestial Guardians (A3) Solgaleo,400,,,Three Kick Combo,🟢,50x,Flip 3 coins. This attack does 50 damage for each heads.,,,,,https://img.game8.co/4176515/5eb0c956f5ea652680592f3cad2e6a6f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518999
A3 159,Tapu Bulu,☆,Basic,120,Grass,Fire,2,No,7,OKACHEKE,Celestial Guardians (A3) Solgaleo,400,,,Stuck-In Tackle,🟢🟢*️⃣,100,"Flip a coin. If tails, this Pokémon also does 20 damage to itself.",,,,,https://img.game8.co/4176517/ed8d8ced7e022b7dfba7c50b3a43990f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519000
A3 160,Alolan Marowak,☆,Stage 1,110,Fire,Water,1,No,7,Gemi,Celestial Guardians (A3) Lunala,400,,,Burning Bonemerang,🔴🔴*️⃣,70x,"Flip 2 coins. This attack does 70 damage for each heads. If at least 1 of them is heads, your opponent’s Active Pokémon is now Burned.",,,,,https://img.game8.co/4162378/c3cc7a36052f78c5087250e5a92b8d41.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519001
A3 161,Turtonator,☆,Basic,120,Fire,Water,4,No,7,akagi,Celestial Guardians (A3) Lunala,400,,,Fire Spin,🔴🔴*️⃣,90,Discard a Fire Energy from this Pokémon.,,,,,https://img.game8.co/4176522/ee017c7ee9f65af256351fc06d4c3385.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519002
A3 162,Alolan Vulpix,☆,Basic,60,Water,Metal,1,No,7,,Celestial Guardians (A3) Lunala,400,,,Call Forth Cold,🔵,,Take a Water Energy from your Energy Zone and attach it to this Pokémon.,,,,,https://img.game8.co/4181784/17d8d76bbc183a75d0f3fdfd2d67adff.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519003
A3 163,Pyukumuku,☆,Basic,60,Water,Lightning,1,No,7,Toshinao Aoki,Celestial Guardians (A3) Lunala,400,Innards Out,"If this Pokémon is in the Active Spot and is Knocked Out by damage from an attack from your opponent’s Pokémon, do 50 damage to the Attacking Pokémon.",,,,,Sprinkle Water,🔵,20,,https://img.game8.co/4162361/6c2a05c03f367c0ce9eebe442881d0cf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519004
A3 164,Tapu Fini,☆,Basic,100,Water,Lightning,1,No,7,OKACHEKE,Celestial Guardians (A3) Lunala,400,,,Spiral Drain,🔵🔵*️⃣,60,Heal 20 damage from this Pokémon.,,,,,https://img.game8.co/4176520/5b3b9114a0cedb75f393fee69c117a6e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519005
A3 165,Oricorio,☆,Basic,70,Lightning,Fighting,1,No,7,,Celestial Guardians (A3) Solgaleo,400,Safeguard,Prevent all damage done to this Pokémon by attacks from your opponent’s Pokémon ex.,,,,,Zzzap,🟡*️⃣,50,,https://img.game8.co/4178052/ab97d9397a78a8e4e03ec5c01d02eade.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519006
A3 166,Tapu Koko,☆,Basic,100,Lightning,Fighting,1,No,7,OKACHEKE,Celestial Guardians (A3) Solgaleo,400,,,Volt Switch,🟡🟡🟡,70,Switch this Pokémon with 1 of your Benched Lightning Pokémon.,,,,,https://img.game8.co/4180730/5778195cf5cccf13b95d83b0c3413ec0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519007
A3 167,Cutiefly,☆,Basic,30,Psychic,Metal,0,No,7,,Celestial Guardians (A3) Solgaleo,400,,,Flap,*️⃣,10,,,,,,https://img.game8.co/4176521/fafa9489924c68fac1d4d435a88662ea.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519008
A3 168,Comfey,☆,Basic,70,Psychic,Metal,1,No,7,,Celestial Guardians (A3) Solgaleo,400,Flower Shield,Each of your Pokémon that has any Psychic Energy attached recovers from all Special Conditions and can’t be affected by any Special Conditions.,,,,,Spinning Attack,🟣*️⃣,30,,https://img.game8.co/4180727/ddd1b80fe2a47dfd7ddbcea281f4fa95.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519009
A3 169,Sandygast,☆,Basic,80,Psychic,Darkness,2,No,7,Yukihiro Tada,Celestial Guardians (A3) Solgaleo,400,,,Vibration,🟣*️⃣,30,,,,,,https://img.game8.co/4178053/be340154e663c1c9ad5581f30eeb0c61.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519010
A3 170,Tapu Lele,☆,Basic,90,Psychic,Metal,1,No,7,OKACHEKE,Celestial Guardians (A3) Lunala,400,,,Energy Arrow,🟣,,This attack does 20 damage to 1 of your opponent’s Pokémon for each Energy attached to that Pokémon.,,,,,https://img.game8.co/4181785/6c0c5ea25adda5d467789d04b1935203.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519011
A3 171,Cosmog,☆,Basic,60,Psychic,Darkness,1,No,7,,Celestial Guardians (A3) Lunala,400,,,Teleport,*️⃣,,Switch this Pokémon with 1 of your Benched Pokémon.,,,,,https://img.game8.co/4178049/77855f4d7ae37eb0e6e4c15d6875d69f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519012
A3 172,Rockruff,☆,Basic,60,Fighting,Grass,1,No,7,,Celestial Guardians (A3) Solgaleo,400,,,Signs of Evolution,🟤,,Put a random card that evolves from Rockruff from your deck into your hand.,,,,,https://img.game8.co/4176516/e8f09cd323906030e7607e21b4914f77.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519013
A3 173,Mudsdale,☆,Stage 1,140,Fighting,Grass,4,No,7,Teeziro,Celestial Guardians (A3) Solgaleo,400,,,High Horsepower,🟤🟤🟤*️⃣,140,This Pokémon also does 40 damage to itself.,,,,,https://img.game8.co/4181787/44f002cadb4d105b3dba0fe396375dd5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519014
A3 174,Minior,☆,Basic,80,Fighting,Grass,1,No,7,,Celestial Guardians (A3) Lunala,400,,,Star Drop,🟤🟤,,This attack does 40 damage to 1 of your opponent’s Pokémon.,,,,,https://img.game8.co/4180726/b5f147e0f7064c1ff26cdb1e58764fdb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519015
A3 175,Magearna,☆,Basic,90,Metal,Fire,1,No,7,Kuroimori,Celestial Guardians (A3) Solgaleo,400,,,Silver Cannon,⚪⚪,40+,"If your opponent’s Active Pokémon has an Ability, this attack does 40 more damage.",,,,,https://img.game8.co/4178054/24d17b7c115a0d32b8059d6e84d1378d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519016
A3 176,Drampa,☆,Basic,100,Dragon,,2,No,7,Shinji Kanda,Celestial Guardians (A3) Solgaleo,400,,,Berserk,*️⃣*️⃣,20+,"If any of your Benched Pokémon have damage on them, this attack does 50 more damage.",,,,,https://img.game8.co/4178051/7bec1ce36c875fe99d87222605b1d660.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519017
A3 177,Pikipek,☆,Basic,50,Colorless,Lightning,1,No,7,Narumi Sato,Celestial Guardians (A3) Lunala,400,,,Peck,*️⃣,20,,,,,,https://img.game8.co/4176519/b31a493410842aa30a18c06521faca3f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519018
A3 178,Bewear,☆,Stage 1,130,Colorless,Fighting,3,No,7,,Celestial Guardians (A3) Lunala,400,,,Tantrum,*️⃣*️⃣*️⃣*️⃣,130,This Pokemon is now confused.,,,,,https://img.game8.co/4162369/659547f8c7fc7f32c929e749f2f4ffdc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519019
A3 179,Komala,☆,Basic,90,Colorless,Fighting,2,No,7,,Celestial Guardians (A3) Solgaleo,400,Comatose,"As long as this Pokemon is in the Active Spot, whenever you attach an Energy from your Energy Zone to it, it is now Asleep.",,,,,Rolling Tackle,*️⃣*️⃣,70,,https://img.game8.co/4181311/76fb42269dfe9b2bb6946d38a41d4380.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519020
A3 180,Decidueye ex,☆☆,Stage 2,170,Grass,Fire,1,No,7,PLANETA CG Works,Celestial Guardians (A3) Lunala,1250,,,Pierce the Pain,*️⃣*️⃣,,This attack does 100 damage to 1 of your opponent’s Pokémon that have damage on them.,Razor Leaf,🟢🟢,80,,https://img.game8.co/4181708/8787277f20b4c36e953a21497fd424a4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519021
A3 181,Dhelmise ex,☆☆,Basic,140,Grass,Fire,2,No,7,PLANETA Tsuji,Celestial Guardians (A3) Solgaleo,1250,,,Anchor Shot,🟢🟢*️⃣,80,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",,,,,https://img.game8.co/4176885/293bb2be2969acc84a8ff49611e5fe1c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519022
A3 182,Incineroar ex,☆☆,Stage 2,180,Fire,Water,2,No,7,PLANETA Tsuji,Celestial Guardians (A3) Solgaleo,1250,,,Fire Fang,🔴,30,Your opponent's Active Pokemon is now Burned.,Scar-Charged Smash,🔴🔴*️⃣,80+,"If this Pokémon has damage on it, this attack does 60 more damage.",https://img.game8.co/4181712/6bd6e7e36e0c93d049e61a1a97aa43b9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519023
A3 183,Crabominable ex,☆☆,Stage 1,160,Water,Metal,3,No,7,PLANETA CG Works,Celestial Guardians (A3) Solgaleo,1250,,,Insatiable Striking,🔵,40,"During your next turn, this Pokémon’s Insatiable Striking attack does +40 damage.",,,,,https://img.game8.co/4181714/f53eb2ea2529bf2cc834f708a74fce52.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519024
A3 184,Wishiwashi ex,☆☆,Basic,170,Water,Lightning,3,No,7,PLANETA CG Works,Celestial Guardians (A3) Lunala,1250,,,School Storm,🔵🔵🔵,30+,This attack does 40 more damage for each of your Benched Wishiwashi and Wishiwashi ex.,,,,,https://img.game8.co/4181788/51b556960fee23b3b683013dde121649.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519025
A3 185,Alolan Raichu ex,☆☆,Stage 1,140,Lightning,Fighting,1,No,7,PLANETA CG Works,Celestial Guardians (A3) Solgaleo,1250,,,Psychic,*️⃣*️⃣*️⃣,60+,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.,,,,,https://img.game8.co/4176884/2cf9fd7de8a652f8191d257e8119f3f0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519026
A3 186,Lunala ex,☆☆,Stage 2,180,Psychic,Darkness,1,No,7,PLANETA CG Works,Celestial Guardians (A3) Lunala,1250,Psychic Connect,"Once during your turn, you may move all Psychic Energy from 1 of your Benched Psychic Pokémon to your Active Pokémon.",,,,,Lunar Blast,🟣*️⃣*️⃣,100,,https://img.game8.co/4181450/dd5af03e8b38a52d8ce3c39fab484d9c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519027
A3 187,Passimian ex,☆☆,Basic,130,Fighting,Psychic,2,No,7,PLANETA Tsuji,Celestial Guardians (A3) Lunala,1250,Offload Pass,"If this Pokémon is in the Active Spot and is Knocked Out by damage from an attack from your opponent’s Pokémon, move all Fighting Energy from this Pokémon to 1 of your Benched Pokémon.",,,,,Seismic Toss,🟤*️⃣,60,,https://img.game8.co/4181711/6072983aa02112db8aacd137dbcf6b68.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519028
A3 188,Alolan Muk ex,☆☆,Stage 1,160,Darkness,Fighting,3,No,7,PLANETA CG Works,Celestial Guardians (A3) Lunala,1250,,,Chemical Panic,⚫⚫*️⃣,80,"1 Special Condition from among Asleep, Burned, Confused, Paralyzed, and Poisoned is chosen at random, and your opponent’s Active Pokémon is now affected by that Special Condition. Any Special Conditions already affecting that Pokémon will not be chosen.",,,,,https://img.game8.co/4181449/2d208c5b184bc3d953be7b523aea20ca.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519029
A3 189,Solgaleo ex,☆☆,Stage 2,180,Metal,Fire,2,No,7,PLANETA CG Works,Celestial Guardians (A3) Solgaleo,1250,Rising Road,"Once during your turn, if this Pokémon is on your Bench, you may switch it with your Active Pokémon.",,,,,Sol Breaker,⚪⚪,120,This Pokémon also does 10 damage to itself.,https://img.game8.co/4180655/b6d62503b19615fedb8855ffd74744db.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/519030
A3 190,Acerola,☆☆,,,Supporter,,,No,7,,Celestial Guardians (A3) Lunala,1250,,"Choose 1 of your Palossand or Mimikyu that has damage on it, and move 40 of its damage to your opponent’s Active Pokémon.",,,,,,,,,https://img.game8.co/4181350/3c5dbc35ec2339c7c20ff665622f3a0e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518832
A3 191,Ilima,☆☆,,,Supporter,,,No,7,Teeziro,Celestial Guardians (A3) Lunala,1250,,Put 1 of your Colorless Pokémon that has damage on it into your hand.,,,,,,,,,https://img.game8.co/4181312/549d5bfa09f3a43f5ab30dd1685ce194.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518833
A3 192,Kiawe,☆☆,,,Supporter,,,No,7,Hideki Ishikawa,Celestial Guardians (A3) Lunala,1250,,Choose 1 of your Alolan Marowak or Turtonator. Take 2 Fire Energy from your Energy Zone and attach it to that Pokémon. Your turn ends.,,,,,,,,,https://img.game8.co/4181310/05f8029256ef816d6425558daeed2f90.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518834
A3 193,Guzma,☆☆,,,Supporter,,,No,7,GOSSAN,Celestial Guardians (A3) Lunala,1250,,Discard all Pokémon Tool cards attached to each of your opponent’s Pokémon.,,,,,,,,,https://img.game8.co/4162580/b44dca2ceb5050836d644f35c5aa6b4a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518835
A3 194,Lana,☆☆,,,Supporter,,,No,7,Yuu Nishida,Celestial Guardians (A3) Solgaleo,1250,,You can use this card only if you have Araquanid in play. Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.,,,,,,,,,https://img.game8.co/4176575/8f539280697c80c5b625b29929f7a01b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518836
A3 195,Sophocles,☆☆,,,Supporter,,,No,7,Akira Komayama,Celestial Guardians (A3) Solgaleo,1250,,"During this turn, attacks used by your Alolan Golem, Vikavolt, or Togedemaru do +30 damage to your opponent’s Active Pokémon.",,,,,,,,,https://img.game8.co/4162306/a738495484ffdf34ed32c148a0463d41.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518837
A3 196,Mallow,☆☆,,,Supporter,,,No,7,En Morikura,Celestial Guardians (A3) Solgaleo,1250,,"Heal all damage from 1 of your Shiinotic or Tsareena. If you do, discard all Energy from that Pokémon.",,,,,,,,,https://img.game8.co/4181713/92787f9dd7fdb3ac492be31b9eba6d10.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/518838
