id,name,card_type,pokemon_type,rarity,evolution_stage,ex,hp,ability,image_url,set,subset,trainer_type,owned,archive_url,moves1_energy_cost,moves1_description,moves1_damage,moves1_name,moves2_energy_cost,moves2_description,moves2_damage,moves2_name,moves3_energy_cost,moves3_description,moves3_damage,moves3_name
B1 151,Mega Absol ex,Pokemon,Darkness,◇◇◇◇,Basic,Mega Evolution ex,170,,https://img.game8.co/4349183/c033d53aa0e1cf027658c0f34ec9ea10.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560577,Darkness 2,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,80,Darkness Claw,,,,,B1-MG,,,
B1 152,Skorupi,Pokemon,Darkness,◇,Basic,,60,,https://img.game8.co/4351506/2d5857d49d9260435a32ba5cd7622d1a.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561929,Darkness,,20,Bug Bite,,,,,B1-MG,,,
B1 153,Drapion,Pokemon,Darkness,◇◇,Stage 1,,130,,https://img.game8.co/4350975/a2152e061c57b6b4c8a39f8a3277ad4c.png/show,Mega Rising (B1),Mega Gyarados,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561930,Darkness 2:Colorless,"Flip a coin. If heads, your opponent's active Pokemon is now Poisoned and Paralyzed.",50,Stun Poison,,,,,B1-MG,,,
B1 154,Darkrai,Pokemon,Darkness,◇◇◇,Basic,,120,,https://img.game8.co/4349182/92250e7d0af93f1c114a8a105536999b.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561931,Darkness 2:Colorless,"During your opponent's next turn, the Defending Pokemon can't retreat.",70,Shadow Cage,,,,,B1-MA,,,
B1 155,Deino,Pokemon,Darkness,◇,Basic,,60,,https://img.game8.co/4351483/ffaa0e8ee402c0a73c6290d8fb259615.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561932,Darkness,,20,Headbutt,,,,,B1-MG,,,
B1 156,Zweilous,Pokemon,Darkness,◇◇,Stage 1,,90,,https://img.game8.co/4351484/8ec6dec758289b0b15a90747cdb86649.png/show,Mega Rising (B1),Mega Gyarados,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561933,Darkness 2,,40,Darkness Fang,,,,,B1-MG,,,
B1 157,Hydreigon,Pokemon,Darkness,◇◇◇,Stage 2,,150,Roar in Unison,https://img.game8.co/4350971/a458335626b128655b9d0311fde907ee.png/show,Mega Rising (B1),Mega Gyarados,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560713,Darkness 3,Discard all Energy from this Pokemon,130,Hyper Ray,,,,,B1-MG,,,
B1 158,Pangoro,Pokemon,Darkness,◇◇◇,Stage 1,,120,,https://img.game8.co/4320866/c560974cfad628a688abe87bcb635920.png/show,Mega Rising (B1),Mega Gyarados,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561934,Darkness,"During your next turn, this Pokemon's Overdrive Smash does +30 damage.",30,Overdrive Smash,,,,,B1-MG,,,
B1 159,Skrelp,Pokemon,Darkness,◇,Basic,,60,,https://img.game8.co/4349179/48ff789737453803e557e99d72e7c909.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561935,Darkness:Colorless,,40,Razor Fin,,,,,B1-MB,,,
B1 160,Dragalge ex,Pokemon,Darkness,◇◇◇◇,Stage 1,ex,150,Poison Point,https://img.game8.co/4349181/ad42fb752493da14e2c42eb2ae6711b0.png/show,Mega Rising (B1),Mega Blaziken,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561936,Darkness:Colorless,,80,Draconic Whip,,,,,B1-MB,,,
B1 161,Mareanie,Pokemon,Darkness,◇,Basic,,60,,https://img.game8.co/4349231/3dc1e3af381e09727d4ff82cabf3eee3.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561937,Darkness,Your opponent's Active Pokemon is now Poisoned.,,Poison Sting,,,,,B1-Any,,,
B1 162,Toxapex,Pokemon,Darkness,◇◇,Stage 1,,100,,https://img.game8.co/4349228/e0d8811b21f042cdb380e44380f545a6.png/show,Mega Rising (B1),Any (Mega Rising),Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561938,Darkness 2,"If your opponent's Active Pokemon is Poisoned, this attack does 70 more damage.",50+,Venoshock,,,,,B1-Any,,,
B1 163,Impidimp,Pokemon,Darkness,◇,Basic,,60,,https://img.game8.co/4349232/ff74a27c17b946eabb1b837dd2f01a22.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561939,Darkness,,20,Bite,,,,,B1-MA,,,
B1 164,Morgrem,Pokemon,Darkness,◇◇,Stage 1,,90,,https://img.game8.co/4349230/93d74d37a23b6ac60ec8b45f1958408a.png/show,Mega Rising (B1),Mega Altaria,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561940,Darkness 2,This attack's damage isn't affected by any effects on your opponent's Active Pokemon.,50,False Surrender,,,,,B1-MA,,,
B1 165,Grimmsnarl,Pokemon,Darkness,◇◇◇,Stage 2,,160,,https://img.game8.co/4349229/b6e385db1bf61f5682299acc8d3e256c.png/show,Mega Rising (B1),Mega Altaria,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561941,Darkness 3,,100,Wrack Down,,,,,B1-MA,,,
B1 166,Ferroseed,Pokemon,Metal,◇,Basic,,60,,https://img.game8.co/4383749/8c2c92c424e1b8af1f89d58981121259.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561942,Metal,,20,Rolling Tackle,,,,,B1-Any,,,
B1 167,Ferrothorn,Pokemon,Metal,◇◇,Stage 1,,110,,https://img.game8.co/4383747/5b106698f72b4e2c98e3b61dc6bdbf9e.png/show,Mega Rising (B1),Any (Mega Rising),Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561943,Metal 2,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",50,Guard Press,,,,,B1-Any,,,
B1 168,Durant,Pokemon,Metal,◇,Basic,,80,,https://img.game8.co/4383748/eb42a87a541a89acfa83bf3b9080550b.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561944,Metal:Colorless,"If Durant is on your Bench, this attack does 40 more damage.",40+,Bite Together,,,,,B1-Any,,,
B1 169,Cobalion,Pokemon,Metal,◇◇◇,Basic,,110,,https://img.game8.co/4320881/f9dadf69392565f7adec3f167a255adf.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561945,Metal 2:Colorless,"During your next turn, this Pokemon can't use Sacred Sword.",110,Sacred Sword,,,,,B1-MB,,,
B1 170,Honedge,Pokemon,Metal,◇,Basic,,60,,https://img.game8.co/4383746/de6c709b446370d7f97434204bed237c.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561946,Metal,,20,Pierce,,,,,B1-MB,,,
B1 171,Doublade,Pokemon,Metal,◇◇,Stage 1,,90,,https://img.game8.co/4383796/e82ced51c067fe996f9c2d5c600eff78.png/show,Mega Rising (B1),Mega Blaziken,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561947,Metal:Colorless,,40,Slash,,,,,B1-MB,,,
B1 172,Aegislash,Pokemon,Metal,◇◇◇,Stage 2,,140,Cursed Metal,https://img.game8.co/4383795/38da09b81338d43a1d695c1ff033390b.png/show,Mega Rising (B1),Mega Blaziken,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560755,Metal:Colorless 2,,70,Slicing Blade,,,,,B1-MB,,,
B1 173,Meltan,Pokemon,Metal,◇,Basic,,70,,https://img.game8.co/4383794/2adb9f27ae80607f63e7db69f096135b.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561948,Metal,,20,Beam,,,,,B1-MG,,,
B1 174,Melmetal ex,Pokemon,Metal,◇◇◇◇,Stage 1,ex,170,,https://img.game8.co/4383797/19ca946bde7944e4e8c2ad6e96e7794a.png/show,Mega Rising (B1),Mega Gyarados,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561949,Metal 2:Colorless,,80,Headbutt,Metal 3:Colorless,"If this Pokemon has a Pokemon Tool attached, this attack does 50 more damage.",100+,Metal Arms,B1-MG,,,
B1 175,Corviknight,Pokemon,Metal,◇◇◇,Stage 2,,140,,https://img.game8.co/4383793/deac494342eb59f1f8e519f1ba69a92e.png/show,Mega Rising (B1),Mega Blaziken,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561950,Metal 2:Colorless,"Discard 2 Metal Energy from this Pokemon. During your opponent's next turn, this Pokemon takes -50 damage from attacks.",100,Iron Wings,,,,,B1-MB,,,
B1 176,Druddigon,Pokemon,Dragon,◇,Basic,,110,,https://img.game8.co/4320889/7b74b10aa214b4c83ad2411d9e3344fb.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561951,Fire:Water:Colorless 2,"Flip 2 coins. If both of them are tails, this attack does nothing.",120,Giga Claw,,,,,B1-MG,,,
B1 177,Goomy,Pokemon,Dragon,◇,Basic,,40,Sticky Membrane,https://img.game8.co/4320903/e8e96254cf6d01534b3d010bfa7df2b1.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561952,Water:Psychic,,30,Ram,,,,,B1-MA,,,
B1 178,Sliggoo,Pokemon,Dragon,◇◇,Stage 1,,90,,https://img.game8.co/4320904/54c8994ad8e2f617e27fedb084e2fe6a.png/show,Mega Rising (B1),Mega Altaria,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561953,Water:Psychic,,60,Gentle Slap,,,,,B1-MA,,,
B1 179,Goodra,Pokemon,Dragon,◇◇◇,Stage 2,,150,,https://img.game8.co/4320905/07210f6682c7ea91f824eb874e2e8ae8.png/show,Mega Rising (B1),Mega Altaria,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561954,Water:Psychic:Colorless,Heal 40 damage from this Pokemon.,100,Spiral Drain,,,,,B1-MA,,,
B1 180,Pidgey,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320894/8f16a4701c76ae2534ab5e546af2a4a4.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560664,Colorless 2,,30,Peck,,,,,B1-Any,,,
B1 181,Pidgeotto,Pokemon,Colorless,◇,Stage 1,,90,,https://img.game8.co/4320895/9fbfbc5fcca871f71b85fd48e8464448.png/show,Mega Rising (B1),Any (Mega Rising),Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561956,Colorless 2,,40,Speed Wing,,,,,B1-Any,,,
B1 182,Pidgeot,Pokemon,Colorless,◇◇,Stage 2,,150,,https://img.game8.co/4320890/f16d5b3034d81be5980d7ccecc180970.png/show,Mega Rising (B1),Any (Mega Rising),Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561957,Colorless 2,"Flip 2 coins. For each heads, discard a random Energy from your opponent's Active Pokemon. If both of them are tails, this attack does nothing.",80,Twister,,,,,B1-Any,,,
B1 183,Tauros ex,Pokemon,Colorless,◇◇◇◇,Basic,ex,140,,https://img.game8.co/4320902/bbeec9ca1a5d06bf66334ce18f9f6fcc.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561958,Colorless 2,"Flip a coin. If tails, this Pokemon also does 30 damage to itself.",90,Wild Tackle,,,,,B1-MA,,,
B1 184,Eevee,Pokemon,Colorless,◇,Basic,,50,Boosted Evolution,https://img.game8.co/4320901/539a5f78ea40ae36e019eadbe98539fe.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561959,Colorless,,10,Stampede,,,,,B1-MG,,,
B1 185,Aipom,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320891/bf36435890e1847b837ce9517621bbe7.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561960,Colorless,"Flip a coin. If tails, this attack does nothing.",40,Tail Smash,,,,,B1-MA,,,
B1 186,Ambipom,Pokemon,Colorless,◇◇,Stage 1,,100,,https://img.game8.co/4320892/055288022b7194387dfe6e42d242367a.png/show,Mega Rising (B1),Mega Altaria,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561961,Colorless,"Flip 2 coins. This attack does 30 damage for each heads. If this Pokemon has Lucky Mittens attached, flip 4 coins instead.",30x,Excited Tail,,,,,B1-MA,,,
B1 187,Miltank,Pokemon,Colorless,◇,Basic,,100,,https://img.game8.co/4320893/a87c58636ec3f85e69b0d2ffbc453c8b.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561962,Colorless 2,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",40,Body Slam,,,,,B1-Any,,,
B1 188,Zigzagoon,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320897/64d744ceb57923177523b3bf8466e251.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561963,Colorless,,20,Tackle,,,,,B1-Any,,,
B1 189,Linoone,Pokemon,Colorless,◇◇,Stage 1,,100,,https://img.game8.co/4320896/493f5761f1b9da6d3a27f44eb1c1d2a6.png/show,Mega Rising (B1),Any (Mega Rising),Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561964,Colorless,,40,Jet Headbutt,,,,,B1-Any,,,
B1 190,Whismur,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320898/93ea01e25425df7f2e07c8594b8713d0.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561965,Colorless,,20,Pound,,,,,B1-MG,,,
B1 191,Loudred,Pokemon,Colorless,◇,Stage 1,,90,,https://img.game8.co/4320900/33416da607904182d4d09708635ccc49.png/show,Mega Rising (B1),Mega Gyarados,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561966,Colorless 2,,40,Hyper Voice,,,,,B1-MG,,,
B1 192,Exploud,Pokemon,Colorless,◇◇◇,Stage 2,,150,,https://img.game8.co/4320899/fbc1990d2047d75ecd026decbe7cb237.png/show,Mega Rising (B1),Mega Gyarados,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561967,Colorless 3,"During your opponent's next turn, they can't play any Item cards from their hand.",90,Booming Roar,,,,,B1-MG,,,
B1 193,Skitty,Pokemon,Colorless,◇,Basic,,50,,https://img.game8.co/4320907/1ee3dae776ff4857ab42209f5b78298c.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561968,Colorless,"Flip a coin. If heads, this attack does 30 more damage.",10+,Play Rough,,,,,B1-MG,,,
B1 194,Delcatty,Pokemon,Colorless,◇◇◇,Stage 1,,80,Search for Friends,https://img.game8.co/4320908/a5013b430e963d3a62a4fc9d8e608be4.png/show,Mega Rising (B1),Mega Gyarados,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561969,Colorless 2,,40,Cat Kick,,,,,B1-MG,,,
B1 195,Spinda,Pokemon,Colorless,◇,Basic,,70,,https://img.game8.co/4320912/423fec082e3d459fbb10f59446af79a4.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561970,Colorless,Both Active Pokemon are now Confused.,30,Dizzying Headbutt,,,,,B1-MA,,,
B1 196,Swablu,Pokemon,Colorless,◇,Basic,,50,,https://img.game8.co/4320913/5628e3319d98369c14fb8b7ab6962def.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560644,Colorless,Your opponent's Active Pokemon is now Asleep.,,Sing,,,,,B1-MA,,,
B1 197,Altaria,Pokemon,Colorless,◇◇◇,Stage 1,,100,,https://img.game8.co/4320929/9dc15e1e6bcd1544447a327dffe2a98a.png/show,Mega Rising (B1),Mega Altaria,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561971,Colorless 2,This attack does 20 more damage for each of your Benched Pokemon.,20+,Do the Wave,,,,,B1-MA,,,
B1 198,Chatot,Pokemon,Colorless,◇,Basic,,70,,https://img.game8.co/4320920/9fcc9ee330f05faba91f0fa685679994.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561972,Colorless 2,Your opponent's Active Pokemon is now Asleep.,30,Sleepy Song,,,,,B1-Any,,,
B1 199,Patrat,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320918/91765a43de9d1d88980b7c7d47605022.png/show,Mega Rising (B1),Any (Mega Rising),Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561973,Colorless,,20,Bite,,,,,B1-Any,,,
B1 200,Watchog,Pokemon,Colorless,◇◇,Stage 1,,100,,https://img.game8.co/4320919/30f1df23fec176f0ca58b0ba9019969f.png/show,Mega Rising (B1),Any (Mega Rising),Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561974,Colorless 2,"Flip a coin. If heads, this attack does 40 more damage.",40+,Biting Fang,,,,,B1-Any,,,
B1 201,Lillipup,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320921/90c5a8148a4fdff35cfac2267c1736c2.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561975,Colorless,Draw a card.,,Collect,,,,,B1-MA,,,
B1 202,Herdier,Pokemon,Colorless,◇◇,Stage 1,,90,,https://img.game8.co/4320926/a333a421699b661ecb7ff5e083859490.png/show,Mega Rising (B1),Mega Altaria,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561976,Colorless 2,,40,Headbutt Bounce,,,,,B1-MA,,,
B1 203,Stoutland,Pokemon,Colorless,◇◇◇,Stage 2,,150,,https://img.game8.co/4320925/2c3ce66ac9abce0673cda5ea91b75621.png/show,Mega Rising (B1),Mega Altaria,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561977,Colorless 3,"If your opponent's Active Pokemon is a Basic Pokemon, this attack does 70 more damage.",70+,Dangerous Bite,,,,,B1-MA,,,
B1 204,Rufflet,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320931/3a43589210c09856e78b74d8ec48c947.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561978,Colorless 2,,40,Wing Attack,,,,,B1-MB,,,
B1 205,Braviary,Pokemon,Colorless,◇◇,Stage 1,,120,,https://img.game8.co/4320932/d8ee3d12a5e5ca711ca4f9d5d2434a3b.png/show,Mega Rising (B1),Mega Blaziken,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561979,Colorless 3,,80,Slash,,,,,B1-MB,,,
B1 206,Furfrou,Pokemon,Colorless,◇◇,Basic,,80,Fur Coat,https://img.game8.co/4320930/5b402b3690c1324532bcec65a9136bda.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560656,Colorless 2,,50,Sharp Fang,,,,,B1-MB,,,
B1 207,Furfrou,Pokemon,Colorless,◇◇,Basic,,80,Fur Coat,https://img.game8.co/4320927/64d92405c6b57100d7b2dc77511691d8.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560653,Colorless 2,,50,Sharp Fang,,,,,B1-MG,,,
B1 208,Furfrou,Pokemon,Colorless,◇◇,Basic,,80,Fur Coat,https://img.game8.co/4320922/3256403b2840997e2383dcc127b3849f.png/show,Mega Rising (B1),Mega Gyarados,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560663,Colorless 2,,50,Sharp Fang,,,,,B1-MA,,,
B1 209,Rookidee,Pokemon,Colorless,◇,Basic,,60,,https://img.game8.co/4320933/04e61e536fd901d53565e335c8fd0d0f.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561980,Colorless,,20,Flap,,,,,B1-MB,,,
B1 210,Corvisquire,Pokemon,Colorless,◇◇,Stage 1,,80,,https://img.game8.co/4320928/3351cf5198e59ec57e711d58accfaa90.png/show,Mega Rising (B1),Mega Blaziken,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561981,Colorless 2,,40,Drill Peck,,,,,B1-MB,,,
B1 211,Wooloo,Pokemon,Colorless,◇,Basic,,70,,https://img.game8.co/4320934/2583171820f27ce954724e11d6757fd9.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561982,Colorless 2,Flip a coin until you get tails. This attack does 40 damage for each heads.,40x,Continuous Tumble,,,,,B1-MA,,,
B1 212,Dubwool,Pokemon,Colorless,◇◇,Stage 1,,130,,https://img.game8.co/4320917/d8d7a33176ea0fe82637a2e990ac6198.png/show,Mega Rising (B1),Mega Altaria,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561983,Colorless 3,"During your next turn, this Pokemon can't attack.",100,Boundless Power,,,,,B1-MA,,,
B1 213,Prank Spinner,Trainer,Item,◇◇,Item,,,,https://img.game8.co/4320574/4823cdcae9e319810a84e70ea77ce7f4.png/show,Mega Rising (B1),Mega Blaziken,Item,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562078,,,,,,,,,B1-MB,,,
B1 214,Plume Fossil,Trainer,Item,◇,Fossil,,,,https://img.game8.co/4320570/98ff3d047aa5ac418085cc16b7a84507.png/show,Mega Rising (B1),Mega Blaziken,Fossil,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562079,,,,,,,,,B1-MB,,,
B1 215,Hitting Hammer,Trainer,Item,◇◇,Item,,,,https://img.game8.co/4320577/ba7dda21ea5e006e9c73b29766f3d471.png/show,Mega Rising (B1),Mega Gyarados,Item,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562080,,,,,,,,,B1-MG,,,
B1 216,Cover Fossil,Trainer,Item,◇,Fossil,,,,https://img.game8.co/4320585/9d1564f090e2a2bb669bb9e9d183e955.png/show,Mega Rising (B1),Mega Gyarados,Fossil,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562081,,,,,,,,,B1-MG,,,
B1 217,Flame Patch,Trainer,Item,◇◇,Item,,,,https://img.game8.co/4320584/48a50b41f4b60f948d19f73bc8d12660.png/show,Mega Rising (B1),Mega Blaziken,Item,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560631,,,,,,,,,B1-MB,,,
B1 218,Sitrus Berry,Trainer,Pokemon Tool,◇◇,Pokemon Tool,,,,https://img.game8.co/4320575/db842a920ef06cd07b2ffecb11a1755e.png/show,Mega Rising (B1),Mega Altaria,Pokemon Tool,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560633,,,,,,,,,B1-MA,,,
B1 219,Heavy Helmet,Trainer,Pokemon Tool,◇◇,Pokemon Tool,,,,https://img.game8.co/4320580/df8c7bf8e63eb89c483a1b3165dfb93e.png/show,Mega Rising (B1),Mega Gyarados,Pokemon Tool,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562082,,,,,,,,,B1-MG,,,
B1 220,Lucky Mittens,Trainer,Pokemon Tool,◇◇,Pokemon Tool,,,,https://img.game8.co/4320572/e5d081d2ffdd6b8aafdcf5e950782e76.png/show,Mega Rising (B1),Mega Altaria,Pokemon Tool,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562083,,,,,,,,,B1-MA,,,
B1 221,Marlon,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4320576/af274e41dc5c24db64073c7680dcc299.png/show,Mega Rising (B1),Mega Gyarados,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560637,,,,,,,,,B1-MG,,,
B1 222,Hala,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4320568/fa8b3abe7648be53adcef735c51bd52d.png/show,Mega Rising (B1),Mega Blaziken,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562084,,,,,,,,,B1-MB,,,
B1 223,May,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4320587/403044267a2498eacb9ec10b001a53dd.png/show,Mega Rising (B1),Mega Blaziken,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560636,,,,,,,,,B1-MB,,,
B1 224,Fantina,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4320578/bb9b57b5e56355959063d53e2df7667e.png/show,Mega Rising (B1),Mega Altaria,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562085,,,,,,,,,B1-MA,,,
B1 225,Copycat,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4320582/fcf68af9ba962a843f8e6e5fc0add500.png/show,Mega Rising (B1),Mega Gyarados,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/562086,,,,,,,,,B1-MG,,,
B1 226,Lisia,Trainer,Supporter,◇◇,Supporter,,,,https://img.game8.co/4320586/4d9d7ea891fc99cb8c4306fe9985f52a.png/show,Mega Rising (B1),Mega Altaria,Supporter,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560639,,,,,,,,,B1-MA,,,
B1 227,Beautifly,Pokemon,Grass,☆,Stage 2,,130,,https://img.game8.co/4320616/600f555bddcadb3bf37560fc6115f5c7.png/show,Mega Rising (B1),Mega Blaziken,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561984,Grass,This attack does 50 damage to 1 of your opponent's Pokémon,,Skill Dive,,,,,B1-MB,,,
B1 228,Skiddo,Pokemon,Grass,☆,Basic,,80,,https://img.game8.co/4320622/db70751da357314e562bbae0893003fe.png/show,Mega Rising (B1),Mega Altaria,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561985,Grass:Colorless,,30,Razor Leaf,,,,,B1-MA,,,
B1 229,Rillaboom,Pokemon,Grass,☆,Stage 2,,150,Captivating Rhythm,https://img.game8.co/4320623/d22d6a02dd178dc79c11627b68cdbea3.png/show,Mega Rising (B1),Mega Altaria,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561986,Grass 3:Colorless,,120,Drum Rush,,,,,B1-MA,,,
B1 230,Growlithe,Pokemon,Fire,☆,Basic,,70,,https://img.game8.co/4320615/0e2b0cb955fa2c3efad8231bd6e8121c.png/show,Mega Rising (B1),Mega Blaziken,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/560676,Fire,,20,Dig Claws,,,,,B1-MB,,,
B1 231,Chandelure,Pokemon,Fire,☆,Stage 2,,140,Slow Sear,https://img.game8.co/4320675/d86fea67b5de68279a700665c7a990f8.png/show,Mega Rising (B1),Mega Altaria,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/561987,Fire 2,,80,Heat Blast,,,,,B1-MA,,,
